active_measurements,active_no_signal,all_cleared,case_id,category,certified_clears,clear_calls,cleared,commands,cpu_s,discovered_channels,failure,inconsistent_updates,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,per_source_s,policy_cleared_channels,role,seed,sources,split,stations_visited,stop_reason,switches,task,total_virtual_s,wall_s
19,0,True,uniform__smooth__57,uniform__smooth,10,10,10,248,0.338457,10,,0,236,two_opt,[],44120.533437317965,0,0.0,1026.5106685,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",baseline,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,10265.106685,0.3439072920009494
19,0,True,uniform__smooth__57,uniform__smooth,10,10,10,248,0.37896200000000047,10,,0,236,two_opt,[],44120.533437317965,0,0.0,1026.5106685,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,10265.106685,0.4631533339852467
22,0,True,uniform__smooth__58,uniform__smooth,14,14,14,207,0.41912899999999986,14,,0,191,two_opt,[],46260.69748344726,0,0.0,746.0813925,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,168,q3_active,10445.139495,0.6584828749764711
22,0,True,uniform__smooth__58,uniform__smooth,14,14,14,207,0.38363000000000014,14,,0,191,two_opt,[],46260.69748344726,0,0.0,746.0813925,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,168,q3_active,10445.139495,0.39219325000885874
19,0,True,uniform__smooth__59,uniform__smooth,11,11,11,266,0.35515599999999914,11,,0,253,two_opt,[],44216.410624893135,0,0.0,944.9347389090909,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,231,q3_active,10394.282128,0.3618272499879822
19,0,True,uniform__smooth__59,uniform__smooth,11,11,11,266,0.32951199999999936,11,,0,253,two_opt,[],44216.410624893135,0,0.0,944.9347389090909,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,231,q3_active,10394.282128,0.3342825840227306
20,0,True,uniform__smooth__60,uniform__smooth,12,12,12,268,0.3605140000000002,12,,0,254,two_opt,[],42916.323718959844,0,0.0,845.5220620833334,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,233,q3_active,10146.264745,0.3689868339570239
20,0,True,uniform__smooth__60,uniform__smooth,12,12,12,268,0.3789850000000001,12,,0,254,two_opt,[],42916.323718959844,0,0.0,845.5220620833334,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,233,q3_active,10146.264745,0.5460717090172693
19,0,True,uniform__smooth__61,uniform__smooth,13,13,13,223,0.3127209999999998,13,,0,208,two_opt,[],42098.40011835543,0,0.0,747.0523095384615,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,187,q3_active,9711.680024,0.31693908298620954
19,0,True,uniform__smooth__61,uniform__smooth,13,13,13,223,0.3118099999999995,13,,0,208,two_opt,[],42098.40011835543,0,0.0,747.0523095384615,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,187,q3_active,9711.680024,0.31781554204644635
25,0,True,uniform__smooth__62,uniform__smooth,14,14,14,206,0.47786300000000104,14,,0,190,two_opt,[],44786.14411911521,0,0.0,724.3020587142856,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,163,q3_active,10140.228822,0.4947366249980405
25,0,True,uniform__smooth__62,uniform__smooth,14,14,14,206,0.4539160000000013,14,,0,190,two_opt,[],44786.14411911521,0,0.0,724.3020587142856,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,163,q3_active,10140.228822,0.4630544999963604
22,0,True,uniform__smooth__63,uniform__smooth,13,13,13,218,0.40826900000000066,13,,0,203,two_opt,[],43518.63450906171,0,0.0,766.440531076923,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,180,q3_active,9963.726904,0.41844945796765387
22,0,True,uniform__smooth__63,uniform__smooth,13,13,13,218,0.366321000000001,13,,0,203,two_opt,[],43518.63450906171,0,0.0,766.440531076923,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,180,q3_active,9963.726904,0.37332320801215246
23,0,True,uniform__smooth__64,uniform__smooth,13,13,13,211,0.4110649999999989,13,,0,196,two_opt,[],40039.06959100577,0,0.0,709.3703013846153,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,9221.813918,0.4186535829794593
23,0,True,uniform__smooth__64,uniform__smooth,13,13,13,211,0.42563700000000004,13,,0,196,two_opt,[],40039.06959100577,0,0.0,709.3703013846153,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,9221.813918,0.5920991250313818
19,0,True,uniform__smooth__65,uniform__smooth,13,13,13,223,0.3465500000000006,13,,0,208,two_opt,[],42215.51582851733,0,0.0,748.9310126923077,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,188,q3_active,9736.103165,0.3563635000027716
19,0,True,uniform__smooth__65,uniform__smooth,13,13,13,223,0.34016999999999875,13,,0,208,two_opt,[],42215.51582851733,0,0.0,748.9310126923077,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,188,q3_active,9736.103165,0.3510537499678321
13,0,True,uniform__smooth__66,uniform__smooth,10,10,10,267,0.23874200000000023,10,,0,255,two_opt,[],41263.85031646849,0,0.0,981.6770061,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",baseline,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,239,q3_active,9816.770061,0.24488062498858199
13,0,True,uniform__smooth__66,uniform__smooth,10,10,10,267,0.22710600000000092,10,,0,255,two_opt,[],41263.85031646849,0,0.0,981.6770061,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",selected,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,239,q3_active,9816.770061,0.23097070801304653
19,0,True,uniform__adversarial-positive__57,uniform__adversarial-positive,10,10,10,248,0.3323830000000001,10,,0,236,two_opt,[],41137.565736356555,0,0.0,966.8513150000001,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",baseline,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9668.51315,0.33846062497468665
19,0,True,uniform__adversarial-positive__57,uniform__adversarial-positive,10,10,10,248,0.3261490000000009,10,,0,236,two_opt,[],41137.565736356555,0,0.0,966.8513150000001,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,9668.51315,0.3339489169884473
22,0,True,uniform__adversarial-positive__58,uniform__adversarial-positive,14,14,14,207,0.3932100000000016,14,,0,191,two_opt,[],46509.48244442601,0,0.0,749.6354633571428,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,168,q3_active,10494.896487,0.4011696249945089
22,0,True,uniform__adversarial-positive__58,uniform__adversarial-positive,14,14,14,207,0.3964300000000005,14,,0,191,two_opt,[],46509.48244442601,0,0.0,749.6354633571428,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,168,q3_active,10494.896487,0.40614508400904015
19,0,True,uniform__adversarial-positive__59,uniform__adversarial-positive,11,11,11,266,0.34009599999999907,11,,0,253,two_opt,[],43529.449395170064,0,0.0,932.4445345454546,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,231,q3_active,10256.88988,0.3450414580293
19,0,True,uniform__adversarial-positive__59,uniform__adversarial-positive,11,11,11,266,0.3399630000000009,11,,0,253,two_opt,[],43529.449395170064,0,0.0,932.4445345454546,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,231,q3_active,10256.88988,0.34465295902919024
19,0,True,uniform__adversarial-positive__60,uniform__adversarial-positive,12,12,12,267,0.326314,12,,0,253,two_opt,[],43017.67224954802,0,0.0,846.7945376666667,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,233,q3_active,10161.534452,0.33151337498566136
19,0,True,uniform__adversarial-positive__60,uniform__adversarial-positive,12,12,12,267,0.33465400000000045,12,,0,253,two_opt,[],43017.67224954802,0,0.0,846.7945376666667,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,233,q3_active,10161.534452,0.34024225000757724
19,0,True,uniform__adversarial-positive__61,uniform__adversarial-positive,13,13,13,223,0.32207899999999867,13,,0,208,two_opt,[],42202.56597900113,0,0.0,748.577938076923,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,186,q3_active,9731.513195,0.326665457978379
19,0,True,uniform__adversarial-positive__61,uniform__adversarial-positive,13,13,13,223,0.3016860000000001,13,,0,208,two_opt,[],42202.56597900113,0,0.0,748.577938076923,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,186,q3_active,9731.513195,0.3065840410417877
25,0,True,uniform__adversarial-positive__62,uniform__adversarial-positive,14,14,14,206,0.419353000000001,14,,0,190,two_opt,[],45318.97766736191,0,0.0,731.9139667142857,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,163,q3_active,10246.795534,0.4332995829754509
25,0,True,uniform__adversarial-positive__62,uniform__adversarial-positive,14,14,14,206,0.4344460000000012,14,,0,190,two_opt,[],45318.97766736191,0,0.0,731.9139667142857,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,163,q3_active,10246.795534,0.44361220800783485
22,0,True,uniform__adversarial-positive__63,uniform__adversarial-positive,13,13,13,218,0.3832249999999995,13,,0,203,two_opt,[],46679.99351293193,0,0.0,815.0768235384616,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,180,q3_active,10595.998706,0.38881366699934006
22,0,True,uniform__adversarial-positive__63,uniform__adversarial-positive,13,13,13,218,0.40358799999999917,13,,0,203,two_opt,[],46679.99351293193,0,0.0,815.0768235384616,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,180,q3_active,10595.998706,0.5459869590122253
23,0,True,uniform__adversarial-positive__64,uniform__adversarial-positive,13,13,13,211,0.3817559999999993,13,,0,196,two_opt,[],41291.66001984781,0,0.0,728.6409231538462,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,9472.332001,0.3864768330240622
23,0,True,uniform__adversarial-positive__64,uniform__adversarial-positive,13,13,13,211,0.40317699999999945,13,,0,196,two_opt,[],41291.66001984781,0,0.0,728.6409231538462,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,9472.332001,0.4169027500320226
19,0,True,uniform__adversarial-positive__65,uniform__adversarial-positive,13,13,13,223,0.32630400000000037,13,,0,208,two_opt,[],43895.294981892366,0,0.0,774.7737688461538,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,188,q3_active,10072.058995,0.3332507919985801
19,0,True,uniform__adversarial-positive__65,uniform__adversarial-positive,13,13,13,223,0.3130260000000007,13,,0,208,two_opt,[],43895.294981892366,0,0.0,774.7737688461538,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,188,q3_active,10072.058995,0.31701858300948516
15,0,True,uniform__adversarial-positive__66,uniform__adversarial-positive,10,10,10,269,0.27730299999999986,10,,0,257,two_opt,[],41766.10722440527,0,0.0,992.7221442,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",baseline,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,239,q3_active,9927.221442,0.28151487495051697
15,0,True,uniform__adversarial-positive__66,uniform__adversarial-positive,10,10,10,269,0.2768320000000024,10,,0,257,two_opt,[],41766.10722440527,0,0.0,992.7221442,"[2, 5, 8, 9, 10, 13, 14, 15, 19, 20]",selected,66,10,confirmation,19,full_coverage_and_all_discovered_cleared,239,q3_active,9927.221442,0.2840697079664096
19,0,True,uniform__adversarial-negative__57,uniform__adversarial-negative,10,10,10,248,0.34746900000000025,10,,0,236,two_opt,[],43541.08842941512,0,0.0,1014.9217685,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",baseline,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,10149.217685,0.35281804198166355
19,0,True,uniform__adversarial-negative__57,uniform__adversarial-negative,10,10,10,248,0.3536709999999985,10,,0,236,two_opt,[],43541.08842941512,0,0.0,1014.9217685,"[1, 5, 7, 8, 11, 12, 13, 16, 17, 19]",selected,57,10,confirmation,19,full_coverage_and_all_discovered_cleared,211,q3_active,10149.217685,0.3638535829959437
21,0,True,uniform__adversarial-negative__58,uniform__adversarial-negative,14,14,14,206,0.3558070000000022,14,,0,190,two_opt,[],46134.0450173347,0,0.0,743.9863573571429,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",baseline,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,10415.809003,0.36634137498913333
21,0,True,uniform__adversarial-negative__58,uniform__adversarial-negative,14,14,14,206,0.34878399999999843,14,,0,190,two_opt,[],46134.0450173347,0,0.0,743.9863573571429,"[2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20]",selected,58,14,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,10415.809003,0.3560986669617705
20,0,True,uniform__adversarial-negative__59,uniform__adversarial-negative,11,11,11,267,0.387204999999998,11,,0,254,two_opt,[],42622.465028040344,0,0.0,916.4084548181818,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",baseline,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,231,q3_active,10080.493003,0.39934554195497185
20,0,True,uniform__adversarial-negative__59,uniform__adversarial-negative,11,11,11,267,0.3673549999999999,11,,0,254,two_opt,[],42622.465028040344,0,0.0,916.4084548181818,"[1, 3, 5, 8, 10, 11, 12, 14, 15, 16, 18]",selected,59,11,confirmation,19,full_coverage_and_all_discovered_cleared,231,q3_active,10080.493003,0.3723668339662254
19,0,True,uniform__adversarial-negative__60,uniform__adversarial-negative,12,12,12,267,0.32225099999999784,12,,0,253,two_opt,[],44468.84936981189,0,0.0,870.9808227499999,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",baseline,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,233,q3_active,10451.769873,0.32633929199073464
19,0,True,uniform__adversarial-negative__60,uniform__adversarial-negative,12,12,12,267,0.33835499999999996,12,,0,253,two_opt,[],44468.84936981189,0,0.0,870.9808227499999,"[1, 2, 3, 5, 6, 8, 9, 10, 13, 14, 16, 19]",selected,60,12,confirmation,19,full_coverage_and_all_discovered_cleared,233,q3_active,10451.769873,0.34423175000119954
19,0,True,uniform__adversarial-negative__61,uniform__adversarial-negative,13,13,13,223,0.315059999999999,13,,0,208,two_opt,[],42727.87951669473,0,0.0,756.736607923077,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",baseline,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,187,q3_active,9837.575903,0.31928016705205664
19,0,True,uniform__adversarial-negative__61,uniform__adversarial-negative,13,13,13,223,0.33247599999999977,13,,0,208,two_opt,[],42727.87951669473,0,0.0,756.736607923077,"[1, 2, 6, 7, 8, 10, 11, 12, 13, 15, 16, 18, 20]",selected,61,13,confirmation,19,full_coverage_and_all_discovered_cleared,187,q3_active,9837.575903,0.3403385420097038
25,0,True,uniform__adversarial-negative__62,uniform__adversarial-negative,14,14,14,206,0.4256740000000008,14,,0,190,two_opt,[],45177.149714897416,0,0.0,729.8878531428571,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",baseline,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,163,q3_active,10218.429944,0.4322190419770777
25,0,True,uniform__adversarial-negative__62,uniform__adversarial-negative,14,14,14,206,0.4090279999999993,14,,0,190,two_opt,[],45177.149714897416,0,0.0,729.8878531428571,"[1, 3, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20]",selected,62,14,confirmation,19,full_coverage_and_all_discovered_cleared,163,q3_active,10218.429944,0.4155503329820931
23,0,True,uniform__adversarial-negative__63,uniform__adversarial-negative,13,13,13,219,0.4078020000000002,13,,0,204,two_opt,[],44024.14429398472,0,0.0,774.60222,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",baseline,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,180,q3_active,10069.82886,0.41468595899641514
23,0,True,uniform__adversarial-negative__63,uniform__adversarial-negative,13,13,13,219,0.39846299999999957,13,,0,204,two_opt,[],44024.14429398472,0,0.0,774.60222,"[2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16]",selected,63,13,confirmation,19,full_coverage_and_all_discovered_cleared,180,q3_active,10069.82886,0.4082632079953328
24,0,True,uniform__adversarial-negative__64,uniform__adversarial-negative,13,13,13,212,0.4270800000000001,13,,0,197,two_opt,[],41168.63803234519,0,0.0,727.1328926153845,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",baseline,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,9452.727604,0.43484616599744186
24,0,True,uniform__adversarial-negative__64,uniform__adversarial-negative,13,13,13,212,0.43771699999999925,13,,0,197,two_opt,[],41168.63803234519,0,0.0,727.1328926153845,"[1, 2, 3, 4, 5, 7, 11, 12, 13, 16, 18, 19, 20]",selected,64,13,confirmation,19,full_coverage_and_all_discovered_cleared,169,q3_active,9452.727604,0.45251695899059996
18,0,True,uniform__adversarial-negative__65,uniform__adversarial-negative,13,13,13,222,0.29910199999999776,13,,0,207,two_opt,[],41997.21041174591,0,0.0,745.1878525384616,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",baseline,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,188,q3_active,9687.442083,0.3047053750487976
18,0,True,uniform__adversarial-negative__65,uniform__adversarial-negative,13,13,13,222,0.30575699999999983,13,,0,207,two_opt,[],41997.21041174591,0,0.0,745.1878525384616,"[2, 4, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 20]",selected,65,13,confirmation,19,full_coverage_and_all_discovered_cleared,188,q3_active,9687.442083,0.31158487498760223
